ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-178,2026-09-15 09:04:48,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.76,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.76,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.76 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-179,2026-09-15 09:04:48,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.78,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.78 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-180,2026-09-15 09:04:48,Escaneo de Puertos / Reconocimiento de Red desde 10.104.0.45,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.104.0.45,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.104.0.45 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-181,2026-09-15 09:04:47,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.243,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.65,Servicio Interno 10.13.1.243:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-182,2026-09-15 09:04:47,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.110,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.110,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.110 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-183,2026-09-15 09:04:47,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-184,2026-09-15 09:04:47,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.95,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.95,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.95 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-185,2026-09-15 09:04:46,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.33,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.60,Servicio Interno 10.13.9.33:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-186,2026-09-15 09:04:46,Escaneo de Puertos / Reconocimiento de Red desde 10.110.0.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.110.0.50,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.110.0.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-187,2026-09-15 09:04:46,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-188,2026-09-15 09:04:46,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.74,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.74,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.74 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-189,2026-09-15 09:04:46,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.104,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.104,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.104 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-190,2026-09-15 09:04:45,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.75,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.75,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.75 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-191,2026-09-15 09:04:45,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-192,2026-09-15 09:04:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.185,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.185,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.185 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-193,2026-09-15 09:04:44,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-194,2026-09-15 09:04:44,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.74,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.74,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.74 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-195,2026-09-15 09:04:44,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.37,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.37,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.37 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-196,2026-09-15 09:04:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.63,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.63,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.63 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-197,2026-09-15 09:04:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.104,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.104,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.104 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-198,2026-09-15 09:04:44,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.91,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.2.150,Servicio Interno 10.13.18.91:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-199,2026-09-15 09:04:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.98,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.98,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.98 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-200,2026-09-15 09:04:44,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.104,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.104,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.104 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-201,2026-09-15 09:04:43,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-202,2026-09-15 09:04:43,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.17.166,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.17.166,Servicio udp/443 (17.250.100.102),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-203,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-204,2026-09-15 09:04:43,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.233,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.66,Servicio Interno 10.13.1.233:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-205,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.40,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-206,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-207,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-208,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.0.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.0.40,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.0.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-209,2026-09-15 09:04:43,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-210,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-211,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.40,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-212,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-213,2026-09-15 09:04:42,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.120,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.120,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.120 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-214,2026-09-15 09:04:42,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.37,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.37,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.37 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-215,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.123.2.104,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.2.104,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.2.104 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-216,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.136,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.136,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.136 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-217,2026-09-15 09:04:42,Escaneo de Puertos / Reconocimiento de Red desde 10.105.2.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.2.40,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.2.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-218,2026-09-15 09:04:41,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.146,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.146,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.146 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-219,2026-09-15 09:04:41,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.62,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.62,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.62 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-220,2026-09-15 09:04:41,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-221,2026-09-15 09:04:41,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.136,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.136,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.136 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-222,2026-09-15 09:04:41,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.107,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.107,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.107 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-223,2026-09-15 09:04:41,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.17.166,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.17.166,Servicio udp/443 (17.250.100.105),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-224,2026-09-15 09:04:41,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.46,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.46,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.46 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-225,2026-09-15 09:04:41,Escaneo de Puertos / Reconocimiento de Red desde 10.101.0.45,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.101.0.45,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.101.0.45 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-226,2026-09-15 09:04:40,Escaneo de Puertos / Reconocimiento de Red desde 10.105.0.44,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.0.44,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.0.44 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-227,2026-09-15 09:04:40,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.114,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.114,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.114 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-228,2026-09-15 09:04:40,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.75,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.75,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.75 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-229,2026-09-15 09:04:40,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.34,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.72,Servicio Interno 10.13.1.34:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-230,2026-09-15 09:04:40,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.62,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.62,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.62 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-231,2026-09-15 09:04:40,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.70,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.70,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.70 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-232,2026-09-15 09:04:40,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.54,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.54,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.54 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-233,2026-09-15 09:04:40,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.120,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.120,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.120 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-234,2026-09-15 09:04:39,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.68,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.68,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.68 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-235,2026-09-15 09:04:39,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.39,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.39,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.39 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
